Date,PS,T2M,T2MDEW,QV2M,PRECTOTCORR,WS50M,PS_Pa,T_K,Air_Density,WS50M_Cubed,Power
2021-01-26,98.77,21.67,16.6,12.0,0.0,3.08,9877.0,294.82,0.11673100246367772,29.218112,27773.02816441698
2021-01-27,98.8,21.67,17.95,13.07,0.0,2.93,9880.0,294.82,0.1167664578658637,25.153757000000002,23916.95227685002
2021-01-28,98.82,22.05,18.89,13.84,0.0,4.29,9882.0,295.2,0.1166397552477267,78.95358900000001,74989.99870759716
2021-01-29,98.85,22.32,18.37,13.4,0.0,4.45,9885.0,295.46999999999997,0.1165685474356158,88.121125,83646.2137885957
2021-01-30,98.77,22.37,18.46,13.52,0.0,4.16,9877.0,295.52,0.11645450103661839,71.991296,68268.62262748035
2021-01-31,98.83,22.1,18.8,13.78,0.0,4.72,9883.0,295.25,0.11663180379233332,105.15404799999999,99868.34620802583
2021-02-01,98.99,21.82,18.61,13.59,0.0,5.55,9899.0,294.96999999999997,0.11693151574263917,170.95387499999998,162777.88397507783
2021-02-02,98.99,22.26,19.1,14.01,0.22,4.88,9899.0,295.40999999999997,0.11675735147288947,116.214272,110491.42400892345
2021-02-03,98.93,22.17,18.4,13.42,0.43,5.1,9893.0,295.32,0.1167221430152422,132.65099999999998,126080.71144539109
2021-02-04,98.93,21.63,16.68,12.03,0.0,4.78,9893.0,294.78,0.11693596334643236,109.21535200000001,103996.00531848712
2021-02-05,98.82,21.09,16.4,11.83,0.0,4.9,9882.0,294.23999999999995,0.11702030909845339,117.64900000000003,112107.41817160202
2021-02-06,98.75,20.97,16.16,11.66,0.0,4.65,9875.0,294.12,0.11698512683675534,100.54462500000002,95779.89990079957
2021-02-07,98.79,20.83,15.46,11.19,0.0,5.62,9879.0,293.97999999999996,0.11708824677684349,177.50432800000002,169241.59893213309
2021-02-08,98.87,21.25,17.04,12.31,0.0,6.07,9887.0,294.4,0.11701588774428119,223.64854300000002,213106.04780667834
2021-02-09,98.81,21.09,16.66,12.03,0.0,5.19,9881.0,294.23999999999995,0.11700846733473162,139.79835900000003,133200.0028432689
2021-02-10,98.74,20.79,15.93,11.5,0.0,3.98,9874.0,293.94,0.11704491115421171,63.044792,60087.84413345672
2021-02-11,98.68,21.06,15.79,11.4,0.0,3.63,9868.0,294.21,0.11686643982639627,47.832147,45519.19353699319
2021-02-12,98.77,21.0,15.63,11.29,0.0,3.58,9877.0,294.15,0.11699688644005259,45.882712000000005,43712.762582904055
2021-02-13,98.82,20.95,15.57,11.25,0.0,4.12,9882.0,294.09999999999997,0.1170760141078848,69.934528,66672.14786730977
2021-02-14,98.8,21.2,14.77,10.73,0.0,3.74,9880.0,294.34999999999997,0.11695290337358226,52.31362400000001,49820.79853594377
2021-02-15,98.66,22.38,14.99,10.89,0.0,4.21,9866.0,295.53,0.11632086969244769,74.618461,70678.73989067378
2021-02-16,98.65,22.63,16.16,11.74,0.0,3.2,9865.0,295.78,0.11621077253246187,32.76800000000001,31008.531047759603
2021-02-17,98.64,22.67,17.32,12.59,0.0,3.82,9864.0,295.82,0.11618328030252884,55.74296799999999,52737.38516874142
2021-02-18,98.78,22.62,17.67,12.85,0.0,4.87,9878.0,295.77,0.11636784821617797,115.50130300000001,109447.22566809897
2021-02-19,98.78,23.39,19.25,14.19,1.76,5.0,9878.0,296.53999999999996,0.11606568579921413,125.0,118140.47829237781
2021-02-20,98.72,23.85,20.63,15.46,6.15,6.59,9872.0,297.0,0.1158155304496768,286.191179,269903.12584917934
2021-02-21,98.82,23.38,20.64,15.46,12.49,6.34,9882.0,296.53,0.11611660118412614,254.840104,240961.1120241816
2021-02-22,98.85,24.03,19.86,14.71,0.1,4.78,9885.0,297.17999999999995,0.11589780170536845,109.21535200000001,103072.72508496583
2021-02-23,98.72,24.02,18.71,13.75,0.0,4.04,9872.0,297.16999999999996,0.11574927665495847,65.93926400000001,62150.87551727772
2021-02-24,98.64,23.93,17.1,12.5,0.0,3.18,9864.0,297.08,0.11569051426920049,32.15743200000001,30294.513423861088
2021-02-25,98.59,24.26,16.19,11.82,0.0,3.34,9859.0,297.40999999999997,0.11550356873106697,37.25970399999999,35044.4842801665
2021-02-26,98.44,24.72,15.27,11.19,0.0,4.33,9844.0,297.87,0.11514973501173079,81.182737,76122.22989136163
2021-02-27,98.38,24.9,16.02,11.89,0.0,4.38,9838.0,298.04999999999995,0.1150100508122775,84.027672,78694.24928717129
2021-02-28,98.47,24.77,16.87,12.54,0.0,4.17,9847.0,297.91999999999996,0.11516549587008837,72.511713,68001.01837528087
2021-03-01,98.72,25.29,16.67,12.47,0.0,3.64,9872.0,298.44,0.11525671003737437,48.22854400000001,45264.24069234013
2021-03-02,98.75,25.12,17.18,12.67,0.0,3.78,9875.0,298.27,0.11535744629103324,54.01015199999999,50734.79416575436
2021-03-03,98.67,24.67,15.8,11.62,0.0,4.02,9867.0,297.82,0.11543815371958416,64.96480799999998,61067.81782056578
2021-03-04,98.71,24.42,16.27,11.99,0.0,3.73,9871.0,297.57,0.11558197473870524,51.895117,48842.903785312774
2021-03-05,98.79,24.5,16.19,11.87,0.0,3.64,9879.0,297.65,0.11564455833178716,48.22854400000001,45416.558579469835
2021-03-06,98.73,25.7,16.12,11.93,0.0,4.0,9873.0,298.84999999999997,0.11511024548807595,64.0,59989.9947578139
2021-03-07,98.66,25.73,16.92,12.55,0.0,3.79,9866.0,298.88,0.11501708585455386,54.439939,50987.633993915806
2021-03-08,98.73,25.92,18.02,13.45,0.0,3.69,9873.0,299.07,0.11502556881035042,50.243409,47060.697309498326
2021-03-09,98.79,25.99,19.1,14.19,0.0,3.63,9879.0,299.14,0.11506853910361854,47.832147,44818.915586522635
2021-03-10,98.76,26.79,19.87,14.86,0.0,3.66,9876.0,299.94,0.1147267781082349,49.027896000000005,45802.89444586215
2021-03-11,98.74,26.77,19.4,14.45,0.0,4.41,9874.0,299.91999999999996,0.11471119360052345,85.76612100000001,80113.6349231223
2021-03-12,98.85,25.13,16.84,12.42,0.0,3.92,9885.0,298.28,0.1154703926203614,60.236287999999995,56638.75696561219
2021-03-13,98.8,25.73,16.53,12.02,0.0,3.81,9880.0,298.88,0.1151802968014385,55.306341,51872.596850125236
2021-03-14,98.65,26.09,16.68,12.24,0.0,3.93,9865.0,299.23999999999995,0.11486707091181517,60.698457000000005,56775.12091294957
2021-03-15,98.54,27.0,16.91,12.44,0.0,3.74,9854.0,300.15,0.11439112035155478,52.31362400000001,48729.503902363416
2021-03-16,98.56,26.93,15.55,11.85,0.0,3.61,9856.0,300.08,0.11444102710821831,47.045880999999994,43841.78445469995
2021-03-17,98.48,27.17,17.42,12.91,0.0,3.54,9848.0,300.32,0.11425675562791095,44.361864000000004,41273.99848404791
2021-03-18,98.53,26.38,17.53,13.06,0.0,3.52,9853.0,299.53,0.11461626699483082,43.614208,40706.06482507194
2021-03-19,98.47,26.0,17.37,12.75,0.0,3.53,9847.0,299.15,0.11469197569652927,43.986976999999996,41081.095855117586
2021-03-20,98.36,26.83,16.29,12.09,0.0,3.74,9836.0,299.97999999999996,0.11424687313649018,52.31362400000001,48668.055992702306
2021-03-21,98.34,27.33,15.71,11.81,0.0,4.01,9834.0,300.47999999999996,0.114033574155915,64.48120099999998,59875.71663356295
2021-03-22,98.47,27.8,17.34,12.92,0.0,3.82,9847.0,300.95,0.11400599611103747,55.74296799999999,51749.08225002969
2021-03-23,98.54,27.89,17.79,13.31,0.0,3.62,9854.0,301.03999999999996,0.11405293241269986,47.43792800000001,44057.214682579455
2021-03-24,98.52,28.14,17.65,13.12,0.0,3.49,9852.0,301.28999999999996,0.11393516589466687,42.50854900000001,39438.368426799796
2021-03-25,98.43,28.65,17.07,12.68,0.0,4.12,9843.0,301.79999999999995,0.11363872514044653,69.934528,64714.689372963214
2021-03-26,98.42,28.35,18.31,13.7,0.0,4.2,9842.0,301.5,0.11374024188003073,74.08800000000001,68619.39561665137
2021-03-27,98.36,28.96,18.89,14.23,0.0,3.41,9836.0,302.10999999999996,0.11344138559956414,39.651821000000005,36628.533347484714
2021-03-28,98.31,29.35,18.56,13.96,0.0,4.42,9831.0,302.5,0.11323753851470038,86.350888,79623.6529835105
2021-03-29,98.27,29.77,17.65,13.4,0.0,4.84,9827.0,302.91999999999996,0.11303452435780702,113.379904,104359.51833939784
2021-03-30,98.08,30.85,16.12,12.29,0.0,4.83,9808.0,304.0,0.11241518430221896,112.67858700000001,103145.72646290672
2021-03-31,97.93,32.59,17.91,13.43,0.0,4.88,9793.0,305.74,0.1116044718372218,116.214272,105615.08002279162
2021-04-01,97.86,33.3,16.35,12.55,0.0,4.55,9786.0,306.45,0.11126631090099448,94.19637499999999,85345.91696606483
2021-04-02,97.92,33.47,17.24,13.15,0.0,5.13,9792.0,306.62,0.11127280314054759,135.005697,122328.03343124271
2021-04-03,98.0,33.38,18.68,14.12,0.0,4.76,9800.0,306.53,0.11139640969371559,107.85017599999999,97831.09664429817
2021-04-04,98.17,32.8,19.06,14.41,0.01,3.45,9817.0,305.95,0.11180119272067982,41.06362500000001,37384.243075126906
2021-04-05,98.31,31.41,19.08,14.46,0.0,4.15,9831.0,304.56,0.11247161610420563,71.47337500000002,65459.41135538219
2021-04-06,98.46,30.13,18.9,14.32,0.0,3.91,9846.0,303.28,0.11311863693306265,59.77647100000001,55061.660632838204
2021-04-07,98.52,30.03,17.19,12.98,0.0,4.3,9852.0,303.17999999999995,0.11322490313478523,79.50699999999999,73304.76307837992
2021-04-08,98.34,29.53,16.35,12.36,0.0,4.97,9834.0,302.67999999999995,0.11320473226631869,122.76347299999998,113166.69119218802
2021-04-09,98.31,29.43,17.97,13.6,0.0,4.58,9831.0,302.58,0.11320759931488157,96.071912,88563.93096523981
2021-04-10,98.44,29.85,19.1,14.4,0.0,4.48,9844.0,303.0,0.11320017019123516,89.91539200000003,82883.10104229498
2021-04-11,98.57,30.09,19.25,14.44,0.09,4.17,9857.0,303.23999999999995,0.11325995163959782,72.511713,66875.86411572147
2021-04-12,98.61,29.97,20.4,15.33,0.59,3.88,9861.0,303.12,0.11335076872994722,58.411072,53914.36773027993
2021-04-13,98.56,30.07,20.05,15.06,1.21,3.78,9856.0,303.21999999999997,0.113255931055452,54.01015199999999,49810.53702985677
2021-04-14,98.47,29.62,20.87,15.84,11.86,3.72,9847.0,302.77,0.11332068741822746,51.478848000000006,47503.2025714666
2021-04-15,98.5,27.72,22.06,16.99,12.56,3.27,9850.0,300.87,0.11407105225276432,34.965783,32479.06927982803
2021-04-16,98.4,29.46,20.29,15.34,0.03,3.79,9840.0,302.60999999999996,0.11330000424875017,54.439939,50226.44336033363
2021-04-17,98.43,29.92,21.41,16.41,0.0,3.68,9843.0,303.07,0.1131625276252574,49.836032,45923.07549443391
2021-04-18,98.51,30.25,20.89,15.98,0.0,4.03,9851.0,303.4,0.11313131777141297,65.45082700000002,60295.21584691596
2021-04-19,98.28,31.04,20.77,15.84,0.16,3.89,9828.0,304.19,0.11257405713213581,58.86386900000001,53960.00634555193
2021-04-20,98.24,30.55,21.2,16.33,0.12,2.98,9824.0,303.7,0.11270979636744954,26.463592,24288.199824361025
2021-04-21,98.37,30.9,21.47,16.58,0.05,3.38,9837.0,304.04999999999995,0.11272902918612668,38.614472,35446.28602833657
2021-04-22,98.37,30.79,20.88,15.94,0.0,3.91,9837.0,303.94,0.11276982734764036,59.77647100000001,54891.87397752899
2021-04-23,98.36,31.01,21.3,16.31,2.2,2.03,9836.0,304.15999999999997,0.11267680498252343,8.365426999999997,7675.5146940353225
2021-04-24,98.38,28.44,23.02,18.02,4.19,2.74,9838.0,301.59,0.11366008702078752,20.570824000000005,19039.017917117297
2021-04-25,98.33,30.32,21.53,16.57,0.33,3.43,9833.0,303.46999999999997,0.11289855353679722,40.353607000000004,37098.436581575384
2021-04-26,98.31,29.93,21.86,16.9,0.0,3.86,9831.0,303.08,0.11302083740496525,57.51245599999999,52930.415684416905
2021-04-27,98.35,30.35,21.42,16.47,0.0,3.86,9835.0,303.5,0.11291035480371278,57.51245599999999,52878.67398665161
2021-04-28,98.38,31.02,20.27,15.53,0.0,4.08,9838.0,304.16999999999996,0.11269601093006971,67.91731200000001,62326.66697553553
2021-04-29,98.33,31.07,20.31,15.52,0.0,4.04,9833.0,304.21999999999997,0.11262022234505244,65.93926400000001,60470.74869038199
2021-04-30,98.26,31.19,20.9,16.0,0.6,3.86,9826.0,304.34,0.11249567522477956,57.51245599999999,52684.469422318674
2021-05-01,98.29,30.82,21.52,16.56,1.42,4.22,9829.0,303.96999999999997,0.11266699595217254,75.15144799999999,68947.56574424617
2021-05-02,98.32,30.48,21.54,16.54,0.68,3.67,9832.0,303.63,0.11282758528885274,49.430862999999995,45414.89936964615
2021-05-03,98.25,30.76,21.14,16.19,0.93,4.05,9825.0,303.90999999999997,0.11264337954444383,66.43012499999999,60933.42798592225
2021-05-04,98.22,31.03,20.63,15.73,1.72,3.89,9822.0,304.17999999999995,0.11250902924478745,58.86386900000001,53928.83659558158
2021-05-05,98.22,31.49,20.32,15.41,0.0,4.56,9822.0,304.64,0.11233914297426288,94.81881599999997,86738.21974462132
2021-05-06,98.31,31.37,20.89,15.91,0.0,4.49,9831.0,304.52,0.11248638973038509,90.51884900000002,82913.23708872971
2021-05-07,98.41,30.81,21.37,16.38,1.68,4.62,9841.0,303.96,0.11280825966005982,98.61112800000001,90584.04202613162
2021-05-08,98.34,30.19,21.55,16.53,1.5,3.73,9834.0,303.34,0.11295842408640253,51.895117,47734.23755620564
2021-05-09,98.2,31.08,21.55,16.52,0.09,3.96,9820.0,304.22999999999996,0.11246763262848655,62.099136,56871.931913353816
2021-05-10,98.14,31.97,21.26,16.3,0.0,4.47,9814.0,305.12,0.11207106040646143,89.31462299999998,81508.12831939159
2021-05-11,98.07,32.84,21.54,16.62,0.61,3.2,9807.0,305.99,0.1116727073019284,32.76800000000001,29797.638687858565
2021-05-12,97.96,33.05,22.0,17.03,2.3,3.13,9796.0,306.2,0.11147094768512303,30.664296999999998,27834.25334863716
2021-05-13,97.91,32.19,22.14,17.22,0.71,3.51,9791.0,305.34,0.11172785281455826,43.24355099999999,39343.018027898936
2021-05-14,97.83,32.29,21.74,16.87,2.66,5.54,9783.0,305.44,0.11160001314149189,170.031464,154517.76218637647
2021-05-15,97.82,30.69,21.67,16.67,0.9,6.35,9782.0,303.84,0.11217622331944377,256.047875,233887.418328507
2021-05-16,97.91,30.75,21.46,16.45,0.0,6.4,9791.0,303.9,0.11225726416056998,262.14400000000006,239628.9283826754
2021-05-17,98.06,31.45,21.26,16.27,0.09,4.68,9806.0,304.59999999999997,0.11217087126316344,102.50323199999998,93627.3049149494
2021-05-18,98.11,30.97,22.62,17.65,0.2,4.52,9811.0,304.12,0.11240519857144232,92.34540799999998,84525.27093022823
2021-05-19,98.06,30.2,23.11,18.17,7.9,4.67,9806.0,303.34999999999997,0.11263308846797292,101.847563,93411.74917096837
2021-05-20,98.11,29.43,22.92,17.97,6.31,3.66,9811.0,302.58,0.1129772919213003,49.027896000000005,45104.43910286401
2021-05-21,98.18,27.68,22.52,17.52,13.71,5.13,9818.0,300.83,0.11371558432819028,135.005697,125013.51101743896
2021-05-22,98.07,28.56,22.19,17.19,2.78,3.97,9807.0,301.71,0.11325687483781471,62.57077300000001,57705.999001794335
2021-05-23,98.06,30.04,21.45,16.46,0.02,4.42,9806.0,303.19,0.11269252741435926,86.350888,79240.42516617244
2021-05-24,98.12,28.44,21.3,16.29,0.06,6.84,9812.0,301.59,0.11335970459930546,320.01350399999995,295400.9451866434
2021-05-25,97.93,27.48,22.12,17.09,3.28,7.24,9793.0,300.63,0.11350148428138308,379.50342400000005,350753.5775884705
2021-05-26,97.76,30.63,20.65,15.69,0.15,8.02,9776.0,303.78,0.11212956010940434,515.8496079999999,471007.7934189529
2021-05-27,97.94,29.67,20.13,15.17,0.0,6.8,9794.0,302.82,0.11269214563129809,314.43199999999996,288539.48734866764
2021-05-28,98.0,31.26,19.73,14.92,0.15,5.19,9800.0,304.40999999999997,0.11217220677183615,139.79835900000003,127694.50451992449
2021-05-29,98.06,31.87,20.51,15.59,1.64,4.39,9806.0,305.02,0.11201641658500947,84.60451899999998,77172.06226883561
2021-05-30,98.03,31.66,21.36,16.39,14.89,4.06,9803.0,304.81,0.1120592973494541,66.92341599999997,61067.60187546425
2021-05-31,97.92,30.54,22.24,17.26,2.94,4.57,9792.0,303.69,0.11234636273487669,95.44399300000002,87315.72946570854
2021-06-01,97.92,31.32,22.15,17.21,1.91,3.78,9792.0,304.46999999999997,0.1120585505926847,54.01015199999999,49283.92298568547
2021-06-02,97.99,31.38,22.07,17.11,0.12,2.75,9799.0,304.53,0.11211656369768873,20.796875,18986.841712217996
2021-06-03,98.15,30.22,22.35,17.43,0.26,3.35,9815.0,303.37,0.11272903145260574,37.595375000000004,34510.80316171511
2021-06-04,98.26,28.11,23.14,18.18,5.36,4.68,9826.0,301.26,0.11364580029844457,102.50323199999998,94858.4055470395
2021-06-05,98.26,27.73,22.07,17.02,16.69,3.71,9826.0,300.88,0.1137893306232033,51.064811,47316.0128851356
2021-06-06,98.18,28.74,21.32,16.26,0.0,3.1,9818.0,301.89,0.1133163047250637,29.791000000000004,27489.216075565408
2021-06-07,98.15,29.45,21.68,16.66,9.7,3.95,9815.0,302.59999999999997,0.11301588325108065,61.629875000000006,56717.31201505398
2021-06-08,98.07,29.79,21.19,16.19,2.03,4.72,9807.0,302.94,0.11279702814853461,105.15404799999999,96584.7418293532
2021-06-09,97.97,29.75,21.21,16.26,0.2,5.32,9797.0,302.9,0.1126968917191884,150.56876800000003,138175.70997711222
2021-06-10,97.88,29.7,20.4,15.51,0.19,6.34,9788.0,302.84999999999997,0.11261195184654034,254.840104,233688.3862207421
2021-06-11,97.93,28.63,19.87,14.9,0.01,7.82,9793.0,301.78,0.11306896155978594,478.21176800000006,440299.8450694857
2021-06-12,97.93,28.99,18.8,14.02,1.41,8.52,9793.0,302.14,0.1129342398209843,618.470208,568760.3163333219
2021-06-13,97.89,28.7,19.25,14.35,0.55,7.8,9789.0,301.84999999999997,0.11299656762392656,474.55199999999996,436650.46757629164
2021-06-14,97.84,28.63,19.3,14.36,0.35,8.48,9784.0,301.78,0.11296504849391868,609.800192,560940.14154844
2021-06-15,97.83,29.1,19.05,14.2,0.02,8.78,9783.0,302.25,0.11277785943403568,676.8361519999999,621573.1769412168
2021-06-16,97.95,29.8,19.98,14.97,0.27,8.18,9795.0,302.95,0.11265528919170549,547.3434319999999,502107.10595564026
2021-06-17,98.03,29.81,20.3,15.26,0.07,8.01,9803.0,302.96,0.11274357811290966,513.9224009999999,471817.7029830015
2021-06-18,98.15,29.42,19.38,14.45,0.0,7.85,9815.0,302.57,0.11302708884481939,483.73662499999995,445221.75995438115
2021-06-19,98.29,28.87,20.63,15.55,0.95,6.77,9829.0,302.02,0.11339443334740046,310.2887329999999,286511.86461650516
2021-06-20,98.3,29.22,19.81,14.8,0.24,6.94,9830.0,302.37,0.1132747001360564,334.25538400000005,308316.0990293744
2021-06-21,98.18,29.93,20.17,15.22,0.64,4.69,9818.0,303.08,0.1128713845633149,103.16170900000003,94817.22712780508
2021-06-22,98.16,28.18,21.3,16.25,3.46,5.3,9816.0,301.33,0.11350376860032024,148.87699999999998,137601.37069953443
2021-06-23,98.13,28.7,21.24,16.2,3.49,4.67,9813.0,301.84999999999997,0.11327360487216175,101.847563,93942.95859176827
2021-06-24,98.15,29.33,21.62,16.67,12.65,4.58,9815.0,302.47999999999996,0.11306071896250001,96.071912,88449.02435590266
2021-06-25,98.02,29.98,19.33,14.51,0.01,5.82,9802.0,303.13,0.11266885529155682,197.13736800000004,180866.32145068678
2021-06-26,97.97,30.3,19.52,14.69,1.28,5.96,9797.0,303.45,0.11249262976352666,211.708736,193931.21510445504
2021-06-27,98.18,27.59,19.74,14.83,4.73,6.19,9818.0,300.73999999999995,0.11374961506101444,237.17665900000006,219688.21117092535
2021-06-28,98.12,28.62,19.11,14.23,0.78,4.11,9812.0,301.77,0.11329208771615645,69.42653100000001,64048.64044592884
2021-06-29,98.08,29.57,20.45,15.46,0.04,5.22,9808.0,302.71999999999997,0.1128905127770698,142.23664799999997,130753.65106571493
2021-06-30,98.03,30.09,22.92,17.99,3.63,3.87,9803.0,303.23999999999995,0.11263947508602794,57.960603000000006,53162.86566349859
2021-07-01,97.97,28.43,24.47,19.73,16.61,3.33,9797.0,301.58,0.11319016016228584,36.926037,34035.03839367795
2021-07-02,98.06,28.24,23.7,18.85,19.14,2.66,9806.0,301.39,0.11336556417518692,18.821096000000004,17374.444713938847
2021-07-03,98.13,27.71,23.77,18.88,7.66,1.98,9813.0,300.85999999999996,0.11364633926298619,7.762392,7183.496617774226
2021-07-04,98.13,26.98,22.84,17.83,13.14,3.9,9813.0,300.13,0.11392275890668051,59.318999999999996,55028.691346782565
2021-07-05,98.0,28.44,22.51,17.51,1.27,3.58,9800.0,301.59,0.11322106655862144,45.882712000000005,42302.02830565149
2021-07-06,97.92,28.37,23.09,18.17,0.18,2.5,9792.0,301.52,0.11315490481213421,15.625,14397.208015855853
2021-07-07,97.93,27.83,23.58,18.7,0.41,3.46,9793.0,300.97999999999996,0.11336949704137217,41.421735999999996,38239.25180224554
2021-07-08,97.95,27.45,22.88,17.91,13.26,4.42,9795.0,300.59999999999997,0.11353599421366327,86.350888,79833.51389462601
2021-07-09,97.8,27.21,23.62,18.76,30.64,4.75,9780.0,300.35999999999996,0.11345270692590495,107.171875,99010.34211798402
2021-07-10,97.73,26.36,22.2,17.23,8.82,5.69,9773.0,299.51,0.11369324833348593,184.22000900000003,170551.8144039445
2021-07-11,97.74,26.0,21.65,16.67,0.82,5.57,9774.0,299.15,0.11384171528972042,172.80869300000003,160196.08055584843
2021-07-12,97.76,25.63,20.97,15.94,0.73,6.53,9776.0,298.78,0.11400601703606282,278.445077,258495.02374028062
2021-07-13,97.8,27.3,22.08,17.11,0.93,5.28,9780.0,300.45,0.11341872209107942,147.19795200000002,135947.5505979683
2021-07-14,97.88,26.83,22.71,17.74,16.69,5.07,9788.0,299.97999999999996,0.11368934467872772,130.323843,120650.3291473296
2021-07-15,97.89,27.26,22.47,17.48,9.01,6.18,9789.0,300.40999999999997,0.11353821090270709,236.02903199999997,218218.88964253108
2021-07-16,98.09,27.51,22.83,17.84,8.01,4.71,9809.0,300.65999999999997,0.11367558154869974,104.487111,96719.66329146273
2021-07-17,98.11,26.43,23.52,18.58,29.71,4.4,9811.0,299.58,0.11410864874005955,85.18400000000003,79151.92142505068
2021-07-18,97.95,26.3,23.51,18.61,19.56,5.94,9795.0,299.45,0.11397201489606672,209.58458400000004,194510.22266604067
2021-07-19,97.96,27.51,22.28,17.27,7.99,6.82,9796.0,300.65999999999997,0.11352492576726095,317.21456800000004,293244.05778434506
2021-07-20,98.14,27.28,22.48,17.45,1.58,7.81,9814.0,300.42999999999995,0.11382059698172459,476.3795409999999,441528.5902549033
2021-07-21,98.08,27.13,22.41,17.38,0.52,7.45,9808.0,300.28,0.1138078327823184,413.493625,383200.30086143495
2021-07-22,97.79,26.17,22.06,17.04,1.2,8.65,9779.0,299.32,0.11383526236705639,647.2146250000001,599943.0202828301
2021-07-23,97.74,27.38,22.23,17.27,0.16,6.69,9774.0,300.53,0.1133189669215049,299.4183090000001,276290.422032574
2021-07-24,97.87,28.36,22.65,17.68,0.53,6.75,9787.0,301.51,0.11310087657512935,307.546875,283244.9393981034
2021-07-25,98.01,27.62,22.96,17.98,5.67,7.26,9801.0,300.77,0.11354132986658287,382.657176,353792.5704811088
2021-07-26,98.04,26.84,22.49,17.48,2.83,6.57,9804.0,299.98999999999995,0.1138713915318664,283.59339300000005,262963.581695818
2021-07-27,97.99,27.44,22.16,17.14,1.37,6.64,9799.0,300.59,0.11358613773863784,292.75494399999997,270778.66360865626
2021-07-28,98.05,28.42,21.71,16.65,0.01,7.92,9805.0,301.57,0.11328634501509464,496.793088,458287.4663464228
2021-07-29,98.08,27.96,21.83,16.8,0.19,7.27,9808.0,301.10999999999996,0.11349412516314492,384.24058299999996,355108.8403065081
2021-07-30,98.18,27.97,22.09,17.03,0.14,7.07,9818.0,301.12,0.11360606812383593,353.39324300000004,326922.3714464967
2021-07-31,98.22,28.36,21.89,16.82,3.51,7.33,9822.0,301.51,0.11350534481668749,393.832837,364009.8252660552
2021-08-01,98.14,27.62,21.87,16.82,0.69,6.84,9814.0,300.77,0.11369193054898931,320.01350399999995,296266.6836772211
2021-08-02,98.11,28.03,21.01,15.94,0.4,7.71,9811.0,301.17999999999995,0.11350245364747673,458.314011,423597.36906372383
2021-08-03,98.25,28.21,21.26,16.2,0.48,6.85,9825.0,301.35999999999996,0.11359652733392593,321.41912499999995,297318.2990070548
2021-08-04,98.27,28.39,21.86,16.77,0.04,7.61,9827.0,301.53999999999996,0.11355182767946839,440.71108100000004,407505.0255375048
2021-08-05,98.1,28.85,22.27,17.26,3.92,7.07,9810.0,302.0,0.11318273069201837,353.39324300000004,325704.1400666288
2021-08-06,98.01,28.69,22.45,17.48,4.11,6.58,9801.0,301.84,0.11313883442874413,284.890312,262466.72424216993
2021-08-07,98.08,28.64,23.23,18.29,7.1,4.87,9808.0,301.78999999999996,0.11323839765358218,115.50130300000001,106503.88962475049
2021-08-08,98.17,28.65,23.35,18.41,5.06,4.32,9817.0,301.79999999999995,0.11333855173257783,80.62156800000001,74406.99563021823
2021-08-09,98.18,28.48,23.8,18.92,13.21,3.71,9818.0,301.63,0.1134139814787968,51.064811,47159.9347637872
2021-08-10,98.14,26.96,23.48,18.55,8.47,5.17,9814.0,300.10999999999996,0.11394196111832167,138.188413,128215.39930718053
2021-08-11,98.14,25.83,23.18,18.19,1.73,4.47,9814.0,298.97999999999996,0.11437260670017899,89.31462299999998,83182.01924146352
2021-08-12,98.18,26.15,23.38,18.4,1.41,5.13,9818.0,299.29999999999995,0.11429689018860502,135.005697,125652.57106373592
2021-08-13,98.11,27.07,22.74,17.72,1.14,5.23,9811.0,300.21999999999997,0.11386539534190608,143.05566700000003,132642.19340021987
2021-08-14,97.97,26.96,22.2,17.17,0.74,6.32,9797.0,300.10999999999996,0.11374458865663312,252.43596800000003,233812.02820784066
2021-08-15,98.04,26.55,21.41,16.34,1.09,6.96,9804.0,299.7,0.11398157739621155,337.153536,312930.037109804
2021-08-16,98.11,27.55,21.39,16.33,3.96,5.01,9811.0,300.7,0.11368363481724988,125.75150099999999,116411.53031017857
2021-08-17,98.14,28.01,21.84,16.8,1.31,4.47,9814.0,301.15999999999997,0.11354470032945782,89.31462299999998,82579.89146238798
2021-08-18,98.04,27.85,20.83,15.84,0.1,5.07,9804.0,301.0,0.1134892981582877,130.323843,120438.03415518174
2021-08-19,97.99,27.98,21.37,16.41,1.67,5.44,9799.0,301.13,0.11338244991484457,160.98918400000002,148637.16242353403
2021-08-20,98.12,26.73,21.61,16.55,4.79,4.34,9812.0,299.88,0.1140061134790734,81.74650399999999,75889.58869586549
2021-08-21,98.34,24.92,22.2,17.09,8.21,3.54,9834.0,298.07,0.11495557540970021,44.361864000000004,41526.43945750005
2021-08-22,98.3,25.65,21.92,16.82,11.54,3.76,9830.0,298.79999999999995,0.11462808259752134,53.15737599999999,49618.020320784504
2021-08-23,98.24,26.19,22.41,17.33,0.52,4.7,9824.0,299.34,0.11435145706151677,103.82300000000001,96676.32798723139
2021-08-24,98.19,27.69,22.8,17.79,7.48,4.0,9819.0,300.84,0.11372338636486828,64.0,59267.229627930894
2021-08-25,98.07,27.5,23.02,18.03,1.86,4.6,9807.0,300.65,0.11365618395914544,97.33599999999998,90084.78270659699
2021-08-26,97.95,27.57,23.05,18.1,4.21,2.53,9795.0,300.71999999999997,0.11349068854957164,16.194276999999996,14966.031821680584
